Ticker,YEAR,Environmental ,Social,Governance,ESG_score,GVKEY,Address Line 1,Postal Code,City,Mining,Construction,Manufactuing,Transportation Public Utilities,Wholesale Trade,Retail Trade,Services,SIC code,Company Name,CIK Number,Country Code,Current Assets,Assets,Cash,Inventory,Current Marketable Securities,Current Liabilities,Liabilities,"Property, Plant and Equipment",Preferred/Preference Stock,Allowance for Doubtful Receivables ,Total Receivables ,Stockholders Equity,Cost of Goods Sold,Dividends - Preferred/Preference,Dividends ,Earnings Before Interest and Taxes,Earnings Per Share (Basic),Net Income (Loss),Net Income Adjusted for common stocks,Sales/Turnover (Net),Interest and Related Expense,Common Shares Outstanding,Total Debt Including Current,Price Close - Annual -,Net receivables,Total assets last year ,Net receivables last year,Inventory last year,Stockholder equity last year,Cost of Goods Sold last year,Common shares outstanding last year,Working capital,Current ratio,Quick ratio,Accounts receivable turnover,Average days to collect receivables,Inventory turnover,Average days to collect inventory,Debt to assets,Debt to equity,Number of times interest is earned,Net margin (or return on sales),Asset turnover ratio,Return on investment,Return on equity,Earnings per share,Book value per share,Price-Earnings (P/E) ratio,Dividend yield
IBP,2019,1.571,15.266,82.601,33.2059,19516,"495 South High Street, Suite 50",43215,Columbus,0,1,0,0,0,0,0,1700,INSTALLED BLDG PRODUCTS INC,1580905,USA,581.949,1099.479,177.889,74.606,37.961,214.149,849.448,152.101,0,6.878,266.657,250.031,1039.141,0,0,124.796,2.29,68.159,68.159,1511.629,24.379,30.016,620.783,68.87,259.78,834.66,224.13,61.16,182.5,932.47,29.92,367.8,2.717495762,2.22101901,6.247562563,58.42278429,15.30782376,23.84401636,0.772591382,3.397370726,5.118995857,0.045089767,1.563102755,0.07047994,0.315163537,2.270755597,8.329924041,30.32911164,0
BSX,2019,52.945,37.1524,91.24,60.4869,25279,300 Boston Scientific Way,01752-1234,Marlborough,0,0,1,0,0,0,0,3845,BOSTON SCIENTIFIC CORP,885725,USA,4699,30565,217,1579,346,4866,16688,2415,0,74,1933,13877,2719,0,0,2070,3.38,4700,4700,10735,473,1394.923,9640,45.22,1859,20999,1578,1166,8726,2498,1384.58,-167,0.96568023,0.497739416,6.246726797,58.43060084,1.981056466,184.2451269,0.545983969,1.202565396,4.376321353,0.437820214,0.416375766,0.182297727,0.415873999,3.369361606,9.948219364,13.42094001,0
BIO,2019,16.46,13.8755,73.63,34.7048,2220,1000 Alfred Nobel Drive,94547,Hercules,0,0,1,0,0,0,0,3826,BIO-RAD LABORATORIES INC,12208,USA,2180.155,8008.859,660.672,554.007,459.626,905.495,2253.802,701.207,0,20.205,394.672,5755.057,929.143,0,0,255.36,58.93,1758.675,1758.675,2311.659,23.416,29.926,651.134,370.03,374.47,5611.07,365.73,583.82,4020.33,928.85,29.8,1274.66,2.407694134,1.650771125,6.246038908,58.43703591,1.633188525,223.4892019,0.28141362,0.391621143,10.90536385,0.760784787,0.33945243,0.258250245,0.359816957,58.76745973,192.309597,6.296511738,0
MAS,2019,10.208,27.9927,87.477,41.9475,7085,17450 College Parkway,48152,Livonia,0,0,1,0,0,0,0,3430,MASCO CORP,62996,USA,2711,5027,697,754,0,1548,5083,1054,0,4,999,-235,4197,0,146,1110,3.24,933,929,6707,157,275.6,2973,47.99,995,5393,1153,946,-111,5466,293.9,1163,1.75129199,1.093023256,6.244878957,58.44789026,4.937647059,73.92184894,1.011139845,-21.62978723,7.070063694,0.139108394,1.287332054,0.179078695,-5.393063584,3.385341074,-0.852685051,14.17582422,3.042300479
WM,2020,56.871,41.5357,100,66.1805,14477,"800 Capitol Street, Suite 3000",77002,Houston,0,0,0,1,0,0,0,4953,WASTE MANAGEMENT INC,823768,USA,3540,29345,553,124,28,3553,21891,14614,0,40,2624,7452,9236,0,927,2651,3.54,1496,1496,15218,473,422.802,14326,117.93,2584,27743,2291,106,7068,9378,424.33,-13,0.99634112,0.89079651,6.243282051,58.46284006,80.31304348,4.544716327,0.745987391,2.937600644,5.604651163,0.098304639,0.533141816,0.052410314,0.206060606,3.538299251,17.6252714,33.3295721,7.860595268
HCSG,2019,0,10.6409,84.287,31.7071,5539,"3220 Tillman Drive, Suite 300",19020,Bensalem,0,0,0,0,0,0,1,7340,HEALTHCARE SERVICES GROUP,731012,USA,515.732,722.592,27.329,36.517,90.711,148.651,262.287,28.82,0,45.726,340.93,460.305,1598.937,0,59.218,87.379,0.87,64.581,64.581,1840.778,3.459,74.149,16.849,24.32,295.2,692.6,294.63,41.44,440.78,1762.71,73.88,367.081,3.469414938,2.779961117,6.241723887,58.47743454,41.02099876,8.897881843,0.362980769,0.569811321,25.26134721,0.035083535,2.601453372,0.091268181,0.143340528,0.870962521,6.207838272,27.92313033,2.434950658
NBR,2020,39.988,25.1814,93.739,53.0228,1661,"Crown House, Second Floor, 4 Par-la-Ville Road",HM 08,Hamilton,1,0,0,0,0,0,0,1381,NABORS INDUSTRIES LTD,1163739,BMU,1131.465,5503.428,472.246,160.585,9.5,515.469,3803.78,4018.019,0.005,69.807,362.977,1151.384,1333.072,14.611,18.243,-294.056,-118.69,-805.641,-837.819,2134.043,206.974,7.293,3001.662,58.23,293.17,6760.66,391.26,176.34,1982.81,1929.33,363.4,615.996,2.195020457,1.503322217,6.235971538,58.53137683,7.913167619,46.12565,0.691165579,3.303658901,-1.420738837,-0.377518635,0.348014952,-0.13138213,-0.514097723,-110.4677088,157.8745372,-0.527122366,0.313292117
QTRX,2020,0,12.5756,84.979,32.5822,32792,"Building 1, 900 Middlesex Turnpike",1821,Billerica,0,0,1,0,0,0,0,3845,QUANTERIX CORP,1503274,USA,219.605,271.045,181.584,14.856,0,39.803,64.92,25.907,0,0.37,17.184,206.125,33.161,0,0,-30.862,-1.07,-31.53,-31.53,86.377,0.273,31.797,30.798,46.5,16.81,169.95,10.91,10.46,128.66,26.28,28.11,179.802,5.517297691,4.984498656,6.232106782,58.56767427,2.619766156,139.3254124,0.239517423,0.314954518,-113.047619,-0.365027727,0.391736868,-0.142994819,-0.188359694,-0.991602981,6.482529798,-46.89376784,0
OPK,2020,0,13.2104,83.022,32.1396,61490,4400 Biscayne Boulevard,33137,Miami,0,0,0,0,0,0,1,8071,OPKO HEALTH INC,944809,USA,523.179,2473.063,72.211,132.341,0,375.483,801.512,178.289,0,2.055,302.256,1671.551,865.437,0,0,40.525,0.05,30.586,30.586,1419.213,21.934,670.036,294.575,3.95,300.2,2309.27,155.75,53.43,1614.76,543.46,669.83,147.696,1.393349366,0.991821201,6.22530102,58.63170292,9.317245426,39.1746684,0.324096879,0.479501972,1.847588219,0.021551381,0.593523287,0.012791246,0.018614185,0.045648294,2.494718194,86.53116459,0
HUN,2019,57.415,35.3083,84.979,59.2697,162401,10003 Woodloch Forest Drive,77380,The Woodlands,0,0,1,0,0,0,0,2860,HUNTSMAN CORP,1307954,USA,3755,8320,525,914,0,2008,5496,2779,0,19,953,2687,5154,0,150,459,2.46,562,562,6797,115,224.296,2815,24.16,934,7953,1250,1134,2520,7036,232.99,1747,1.87001992,0.726593625,6.224358974,58.64057673,5.033203125,72.51843229,0.660576923,2.045403796,3.991304348,0.082683537,0.835371474,0.069071468,0.215863261,2.505617577,11.97970539,9.642333381,6.208609272
VCYT,2020,0,15.3265,72.246,29.2425,18947,"6000 Shoreline Court, Suite 300",94080,South San Francisco,0,0,1,0,0,0,0,2835,VERACYTE INC,1384101,USA,375.679,457.163,349.364,4.657,0,16.781,35.931,16.833,0,0,18.461,421.232,39.293,0,0,-31.795,-0.66,-34.909,-34.909,117.483,0.229,58.201,12.316,48.94,18.46,275.21,19.33,6.81,239.46,35.5,49.63,358.898,22.38716405,21.91913474,6.217676634,58.70359967,6.853231011,53.25955005,0.078595599,0.085299787,-138.8427948,-0.297140863,0.320828321,-0.095331204,-0.105674051,-0.599800691,7.237538874,-81.59377066,0
AVTR,2020,21.414,28.8089,72.456,40.9315,35065,"Radnor Corporate Center, Building One, Suite 200, 100 Matson",19087,Radnor,0,0,1,0,0,0,0,3826,AVANTOR INC,1722482,USA,2230.9,9906.5,286.6,739.6,0,1242.7,7232.2,675.3,1003.7,26.2,1113.3,2674.3,3917.7,64.6,64.6,718.6,0.09,116.6,52,6393.6,307.6,580.1,5026.6,28.15,1087.1,9773.3,970.2,711.2,2462.2,3720.7,572.8,988.2,1.795203991,1.105415627,6.215525203,58.72391923,5.400744417,67.5832759,0.730045929,2.704333844,2.336150845,0.018236987,0.649762701,0.011849714,0.045400565,0.200999828,2.879848302,140.0498714,2.294849023
INSW,2020,10.359,13.8755,84.979,36.4651,27706,"600 Third Avenue, 39th Floor",10016,New York,0,0,0,1,0,0,0,4412,INTERNATIONAL SEAWAYS INC,1679049,MHL,256.834,1586.539,199.39,3.601,0,108.896,614.497,1129.802,0,0.055,47.841,972.042,175.53,0,6.77,138.399,-0.2,-5.531,-5.544,417.248,36.712,28.015,554.935,16.33,47.79,1753.5,86.54,3.9,1022.29,206.98,29.27,147.938,2.358525566,2.269835439,6.212283183,58.75456563,46.80175977,7.798852048,0.38731919,0.632171244,3.769857267,-0.013255905,0.249846184,-0.003311937,-0.005546719,-0.197429948,34.69719793,-82.71288194,0.414574403
HAYN,2019,15.675,20.0726,87.477,41.1327,23587,"1020 West Park Avenue, PO Box 9013",46904,Kokomo,0,0,1,0,0,0,0,3310,HAYNES INTERNATIONAL INC,858655,USA,371.873,593.8,31.038,258.802,0,60.08,297.525,169.966,0,0.441,78.736,296.275,405.586,0,11.037,17.716,0.78,9.745,9.695,490.215,0.986,12.514,7.979,35.84,78.3,588.69,79.55,273.05,333.22,362.99,12.5,311.793,6.189630493,1.81979028,6.211149826,58.76528666,1.525183698,239.315435,0.501052543,1.004219053,17.96754564,0.019879033,0.829123291,0.016482169,0.030961326,0.778727825,23.67548346,46.02378245,0.307952009
KEYS,2019,63.455,44.1959,93.739,67.1663,20232,1400 Fountaingrove Parkway,95403-1738,Santa Rosa,0,0,1,0,0,0,0,3825,KEYSIGHT TECHNOLOGIES INC,1601046,USA,3215,6623,1598,705,0,1003,3619,576,0,3,713,3004,1463,0,0,709,3.31,621,621,4303,80,187.311,1792,100.91,710,5824,678,619,2433,1441,186.84,2212,3.205383848,2.30109671,6.200288184,58.86823147,2.209969789,165.1606288,0.546429111,1.204727031,8.8625,0.144317918,0.691411585,0.09978308,0.228434799,3.315341865,16.03749913,30.43728343,0
REZI,2019,0.665,15.266,84.979,33.6988,34053,"16100 North 71st Street, Suite 550",85254,Austin,0,0,0,0,1,0,0,5065,RESIDEO TECHNOLOGIES,1740332,USA,1785,5128,122,671,0,1494,3526,453,0,17,817,1602,3698,0,0,295,0.29,36,36,4988,69,122.873,1322,11.93,800,4972,809,628,1533,3391,122.5,291,1.194779116,0.617135207,6.200124301,58.86978749,5.69361047,64.1069497,0.687597504,2.200998752,4.275362319,0.007217322,0.987722772,0.007128713,0.022966507,0.29298544,13.03785209,40.71874694,0
SOI,2019,16.702,28.2648,89.856,44.9955,30547,"9811 Katy Freeway, Suite 700",77024,Houston,0,0,0,0,0,0,1,7359,SOLARIS OILFIELD IF INC,1697500,USA,117.582,505.072,66.882,7.144,0,20.387,95.414,314.454,0,0.339,38.554,263.847,88.246,0,12.76,107.93,1.69,52.007,50.887,241.687,0.106,30.765,8.611,14,38.22,458.61,39.75,10.47,198.45,71.43,27,97.195,5.767498896,5.155098837,6.199486982,58.87583941,10.0199841,36.4272035,0.18891168,0.361626246,1018.207547,0.215183274,0.501590774,0.107933945,0.224993889,1.690459938,8.576206728,8.281769762,0.911428571
WCC,2020,26.065,29.8368,87.477,47.8423,120444,"225 West Station Square Drive, Suite 700",15219,Pittsburgh,0,0,0,0,1,0,0,5063,WESCO INTL INC,929008,USA,5506.978,11880.214,449.135,2163.831,0,2986.995,8543.825,933.862,0,23.9,2725.502,3343.722,9954.636,30.139,30.139,503.151,1.53,100.56,70.421,12325.995,193.091,50.065,5441.994,78.5,2701.6,5017.64,1276.32,1011.67,2265.48,6777.46,41.8,2519.983,1.843651563,1.054818304,6.197206078,58.89750888,6.26964753,58.2169888,0.719164234,2.555184014,2.605771372,0.008158368,1.458882885,0.011902103,0.035855368,2.008588835,66.7876161,39.08216488,0.383936306
VPG,2020,0,11.0339,83.594,31.6065,185138,"3 Great Valley Parkway, Suite 150",19355,Malvern,0,0,1,0,0,0,0,3674,VISHAY PRECISION GROUP INC,1487952,USA,221.886,401.887,98.438,62.348,0,47.547,144.03,96.804,0,0.879,45.339,257.823,152.031,0,0,26.218,0.8,10.787,10.787,269.812,1.366,13.575,64.159,31.48,44.46,370.41,42.64,66.9,241.36,159.29,13.52,174.339,4.666666667,3.005405178,6.195453502,58.91416987,2.352547041,155.1509889,0.358384322,0.558639066,19.19326501,0.03997969,0.698726008,0.027934849,0.043218619,0.794622468,18.99248619,39.6162974,0
ACHC,2020,0.423,10.6409,84.979,32.0793,192255,"6100 Tower Circle, Suite 1000",37067,Franklin,0,0,0,0,0,0,1,8060,ACADIA HEALTHCARE CO INC,1520697,USA,2523.395,6499.362,378.697,4.851,0,1308.185,4544.591,1719.833,0,0,297.083,1899.456,1399.614,0,0,332.787,-7.65,-672.132,-672.132,2089.929,158.105,88.024,3268.303,50.26,297.08,6879.14,378.2,4.76,2505.38,2163.45,87.72,1215.21,1.928928248,0.516578313,6.189814595,58.96784053,291.2525232,1.253208027,0.699236479,2.392575032,2.104848044,-0.321605184,0.312430943,-0.100479411,-0.305179126,-7.635781151,21.57884213,-6.582168741,0
MOD,2020,16.793,15.6892,87.477,40.0463,7486,1500 DeKoven Avenue,53403,Racine,0,0,1,0,0,0,0,3714,MODINE MANUFACTURING CO,67347,USA,644.8,1276.7,37.8,195.6,3.7,469.2,920.6,324,0,1.3,273.6,348.7,1445.8,0,0,95.8,-4.11,-210.7,-210.7,1808.4,19.4,51.6,389.1,14.77,272.3,1536.1,312.3,207.4,487.9,1587.8,50.9,175.6,1.374254049,0.668797954,6.186794389,58.99662685,7.175186104,50.86976069,0.721077779,2.640091769,4.93814433,-0.116511834,1.285836177,-0.149815131,-0.503705475,-4.083333333,6.757751938,-3.617142857,0
GGG,2019,0,16.445,87.477,34.7048,5252,88-11th Avenue Northeast,55413,Minneapolis,0,0,1,0,0,0,0,3561,GRACO INC,42888,USA,791.468,1692.21,220.973,273.233,0,285.322,667.279,355.437,0,4.8,267.345,1024.931,738.589,0,109.199,424.456,2.06,343.853,343.853,1646.045,13.11,167.287,196.164,52,262.55,1472.74,269.81,283.98,751.87,724.05,165.17,506.146,2.773946629,1.69463974,6.183954467,59.02372049,2.651011373,137.6833022,0.394323991,0.651047729,32.37650648,0.208896476,1.040171251,0.217288109,0.387047283,2.05546755,6.126782117,25.29838041,2.099980769
EBS,2020,1.329,26.6324,91.24,39.7948,176022,"400 Professional Drive, Suite 400",20879,Gaithersburg,0,0,1,0,0,0,0,2836,EMERGENT BIOSOLUTIONS INC,1367644,USA,1195.9,2883.2,621.3,307,0.2,384.5,1436.2,675.1,0,3.1,230.9,1447,456.6,0,0,512.4,5.79,305.1,305.1,1555.4,31.3,53.1,908,89.6,227.8,2327.3,275.3,222.5,1088.5,353.1,51.7,811.4,3.110273082,2.208842653,6.183263765,59.03031375,1.724645892,211.6376478,0.498127081,0.992536282,16.37060703,0.19615533,0.597025238,0.117109682,0.240662591,5.745762712,27.25047081,15.59410029,0
CNX,2019,57.083,30.3809,93.739,60.4466,120093,"CNX Center, Suite 400, 1000 CONSOL Energy Drive",15317-6506,Canonsburg,1,0,0,0,0,0,0,1311,CNX RESOURCES CORPORATION,1070412,USA,498.101,9060.806,16.283,6.984,0,528.939,4098.497,7323.672,0,0,209.584,4160.546,1111.581,0,0,184.873,-0.42,-80.73,-80.73,1924.346,151.379,186.643,2941.449,8.85,209.58,8592.17,412.98,9.72,4329.96,714.89,198.66,-30.838,0.941698381,0.427018995,6.182041892,59.04198102,133.0915948,2.742472209,0.452332497,0.985086332,1.221259224,-0.041951915,0.218019443,-0.009146333,-0.019016534,-0.432536982,22.29146553,-20.46067819,0
ZWS,2019,26.367,15.6892,87.477,43.2351,180474,511 West Freshwater Way,53204,Milwaukee,0,0,1,0,0,0,0,3430,ZURN ELKAY WATER SOLUTI CORP,1439288,USA,1264.3,3627.1,573.4,317.5,0,455.5,2313.4,449.9,0,3.4,338.1,1311,1199.1,14.4,24.2,352.3,1.48,180.1,165.7,2068.3,58.6,119.719,1549.3,22.67,334.7,3259.7,334.5,316.5,1228.6,1208.1,104.84,808.8,2.775631175,1.99363337,6.18141064,59.04801044,3.782649842,96.49320324,0.637809821,1.76460717,6.011945392,0.087076343,0.600656328,0.052302956,0.14183336,1.504356034,10.95064276,15.06957096,1.067490075
KEYS,2020,63.455,44.1959,93.739,67.1663,20232,1400 Fountaingrove Parkway,95403-1738,Santa Rosa,0,0,1,0,0,0,0,3825,KEYSIGHT TECHNOLOGIES INC,1601046,USA,3374,7218,1756,757,9,1081,3921,777,0,3,659,3297,1364,0,0,737,3.35,627,627,4221,78,184.929,1981,104.87,656,6623,710,705,3004,1463,187.31,2293,3.121184089,2.239592969,6.180087848,59.06064914,1.865937073,195.6121701,0.54322527,1.189262966,9.448717949,0.148542999,0.609927028,0.09060039,0.199016029,3.390490404,17.8284639,30.93062876,0
WWW,2020,18.423,16.838,87.477,40.9717,11566,9341 Courtland Drive N.E.,49351,Rockford,0,0,1,0,0,0,0,3140,WOLVERINE WORLD WIDE,110471,USA,904.2,2137.4,347.4,243.1,0,406,1564.4,267.1,0,6.7,268.3,561.4,1014.4,0,33.1,122.8,-1.7,-136.9,-137.7,1791.1,43.6,82.142,886.8,31.25,261.6,2480,319.1,348.2,766.7,1317.2,81.15,498.2,2.227093596,1.5,6.168761839,59.16908604,3.431084052,106.3803726,0.731917283,2.786604916,2.816513761,-0.076433477,0.775804565,-0.05929744,-0.206159175,-1.666626087,6.834506099,-18.75045654,1.0592
HI,2020,21.897,22.5816,84.979,43.2049,179657,One Batesville Boulevard,47006,Batesville,0,0,1,0,0,0,0,3530,HILLENBRAND INC,1417398,USA,1369.7,3987.4,302.2,385.4,9.6,852.1,2908,468.6,0,0,417.6,1059,1602.9,0,64,327.4,-0.82,-60.1,-60.1,2517,77.4,74.8,1704.7,28.36,417.6,2228.6,398.5,176.6,754.1,1159.7,62.7,517.6,1.607440441,0.856002817,6.16836172,59.17292412,5.704270463,63.98714829,0.729297286,2.74598678,4.22997416,-0.023877632,0.80984556,-0.019337194,-0.066295295,-0.803475936,14.15775401,-35.29663894,2.256699577
CERS,2019,0,10.7013,84.979,31.9586,64327,"1220 Concord Avenue, Suite 600",94520,Concord,0,0,1,0,0,0,0,2836,CERUS CORP,1020214,USA,128.108,165.535,34.986,19.49,50.732,50.336,108.483,29.02,0,0,18.678,57.052,31.016,0,0,-66.226,-0.51,-71.244,-71.244,93.774,3.965,144.291,59.433,4.22,18.68,163.46,11.73,13.54,84.52,30.33,136.85,77.772,2.545057216,2.073982835,6.167313384,59.18298249,1.878050257,194.3504965,0.655347812,1.901475847,-16.70264817,-0.759741506,0.570063375,-0.433100807,-1.006470206,-0.493752209,0.395395416,-8.546797204,0
LSCC,2019,15.615,14.6312,87.477,39.3019,16597,5555 NE Moore Court,97124-6421,Hillsboro,0,0,1,0,0,0,0,3674,LATTICE SEMICONDUCTOR CORP,855658,USA,262.43,612.016,118.081,54.98,0,99.819,284.357,62.821,0,0.106,70.486,327.659,154.409,0,0,63.367,0.33,43.493,43.493,404.093,11.731,133.883,172.67,19.14,70.38,623.69,60.69,67.1,258.46,158.13,129.73,162.611,2.629058596,1.888027329,6.166063935,59.19497492,2.529636304,144.2895168,0.464623474,0.867844314,5.401670787,0.107631164,0.654027738,0.070393767,0.148410135,0.324858272,2.447353286,58.91800106,0
AME,2020,0,12.5756,87.477,33.4172,1598,1100 Cassatt Road,19312-1177,Berwyn,0,0,1,0,0,0,0,3823,AMETEK INC,1037868,USA,2522.47,10357.483,1212.822,559.171,0,1075.915,4408.137,693.763,0,0,666.443,5949.346,2697.512,0,165.035,1071.812,3.8,872.439,872.439,4540.029,86.062,230.519,2514.701,120.94,666.44,9844.56,806.56,624.57,5115.49,3136.86,229.08,1446.555,2.34448818,1.746666791,6.164329939,59.21162618,4.557605084,80.08592084,0.42559925,0.740944803,12.4539518,0.192165953,0.449462364,0.086371364,0.157695785,3.784672847,25.80848433,31.95520588,1.364602282
PLUG,2020,22.35,18.682,84.287,41.8268,125604,968 Albany Shaker Road,12110,Latham,0,0,1,0,0,0,0,3674,PLUG POWER INC,1093691,USA,1603.196,2251.282,1312.404,139.386,64.041,222.366,784.363,273.096,0,0.172,61.23,1466.919,360.61,0.026,0.052,-176.912,-1.68,-596.155,-596.181,306.463,60.51,458.051,561.929,33.91,61.06,771.18,38.45,72.39,135.83,189.59,303.38,1380.83,7.209717313,6.464580916,6.159441262,59.25862176,3.40557948,107.1770611,0.348407263,0.534700962,-2.923682036,-1.945275612,0.202790308,-0.394483041,-0.74391561,-1.301503544,3.2025233,-26.05448149,0.001533471
ROCK,2020,0.332,15.266,87.477,34.4231,29131,"3556 Lake Shore Road, PO Box 2028",14219-0228,Buffalo,0,0,1,0,0,0,0,3310,GIBRALTAR INDUSTRIES INC,912562,USA,425.46,1212.494,32.054,98.307,0,302.24,468.689,114.791,0,3.529,197.99,743.805,753.627,0,0,115.868,1.98,64.566,64.566,1032.578,0.703,32.54,111.4,71.94,194.46,984.45,141.18,78.48,673.96,774.74,32.29,123.22,1.407689254,0.749454076,6.152890001,59.3217171,8.525819206,42.81113535,0.386549542,0.630123487,164.8193457,0.062528932,0.940013036,0.058778012,0.091081385,1.984204057,22.85817455,36.25635164,0
HSKA,2019,0,9.1596,84.979,31.4455,65011,3760 Rocky Mountain Avenue,80538,Loveland,0,0,1,0,0,0,0,2835,HESKA CORP,1038133,USA,139.867,244.424,89.03,26.601,0,32.199,89.89,21.195,0,0.291,20.117,154.364,63.296,0,0,1.001,-0.2,-1.465,-1.465,122.661,3.089,7.882,52.627,95.94,19.83,156.45,20.06,25.1,122.41,66.21,7.68,107.668,4.343830554,3.38072611,6.149962397,59.34995638,2.448540647,149.068385,0.367762577,0.582324894,0.324053092,-0.011943487,0.61196785,-0.00730903,-0.010586254,-0.185866531,19.58436945,-516.1768464,0
REZI,2020,9.695,15.266,84.979,36.7066,34053,"16100 North 71st Street, Suite 550",85254,Austin,0,0,0,0,1,0,0,5065,RESIDEO TECHNOLOGIES,1740332,USA,2225,5610,517,672,0,1538,3617,451,0,12,863,1993,3663,0,0,351,0.3,37,37,5071,63,143.059,1302,21.26,851,5128,800,671,1602,3698,122.87,687,1.446684005,0.88946684,6.142943671,59.4177677,5.454951601,66.91168441,0.644741533,1.814851982,5.571428571,0.007296391,0.944496182,0.006891414,0.020584145,0.258634549,13.93131505,82.20092811,0
AYI,2019,0.755,12.5756,79.079,30.8621,146017,"1170 Peachtree Street, N.E., Suite 2300",30309-7676,Atlanta,0,0,1,0,0,0,0,3640,ACUITY BRANDS INC,1144215,USA,1441.8,3172.4,461,340.8,0,596.1,1253.5,277.3,0,1,561,1918.9,2133.4,0,20.8,468.1,8.32,330.4,330.4,3672.7,36.4,39.453,356.6,125.41,560,2988.8,636.6,411.8,1716.8,2136.7,39.99,845.7,2.418721691,1.712799866,6.138559251,59.46020639,5.669412703,64.38056623,0.395126718,0.653238835,12.85989011,0.089961064,1.192202818,0.107251834,0.18175317,8.374521583,48.63761945,14.97518381,0.165855992
GIII,2019,14.709,12.1221,84.979,37.3302,19402,512 Seventh Avenue,10018,New York,0,0,1,0,0,0,0,2300,G-III APPAREL GROUP LTD,821002,USA,1368.688,2565.137,197.372,551.918,0,613.96,1274.465,346.055,0,0.71,530.137,1290.672,2042.959,0,0,247.025,2.98,143.837,143.837,3160.464,44.407,48.01,709.673,27.21,529.43,2208.06,501.21,576.38,1189.01,1969.42,48.71,754.728,2.22927878,1.183788846,6.133012497,59.51398276,3.621311037,100.7922259,0.496840909,0.987442975,5.562749116,0.045511355,1.324254582,0.060268621,0.116012456,2.995980004,26.88339929,9.082170095,0
MIDD,2020,16.007,16.2031,84.979,39.1208,13570,1400 Toastmaster Drive,60120,Elgin,0,0,1,0,0,0,0,3580,MIDDLEBY CORP,769520,USA,1270.493,5202.474,268.103,540.198,0,700.258,3225.825,441.675,0,19.225,383.689,1976.649,1520.557,0,0,352.703,3.76,207.294,207.294,2513.257,78.617,55.638,1828.618,128.92,364.46,5002.14,455.4,585.7,1946.81,1751.27,56.19,570.235,1.814321293,0.9033342,6.130941868,59.53408267,2.701056401,135.1323134,0.620055958,1.631966525,4.486345193,0.082480224,0.492572673,0.040627504,0.105669003,3.725762968,35.52695999,34.60230861,0
NVST,2020,17.306,16.717,91.24,41.8167,35497,"Building E, 200 South Kraemer Boulevard",92821-6208,Brea,0,0,1,0,0,0,0,3843,ENVISTA HOLDINGS CORP,1757073,USA,1590.5,6876,888.9,266.9,0,1684.7,3155,468.3,0,37.1,361,3720.6,946.4,0,0,171.4,0.21,33.3,33.3,2282,62.5,160.027,1980.8,33.73,323.9,6158.3,420.8,277.9,3540.2,1107,158.7,-94.2,0.944085,0.719890782,6.128642406,59.55641981,3.474302496,105.0570583,0.45884235,0.847981508,2.7424,0.014592463,0.350153058,0.005109595,0.009172543,0.208089885,23.24982659,162.0934147,0
NL,2019,0,10.8222,74.895,28.6289,7658,"Three Lincoln Center, Suite 1700, 5430 LBJ Freeway",75240-2620,Dallas,0,0,1,0,0,0,0,3562,NL INDUSTRIES,72162,USA,164.684,557.492,129.73,18.348,2.695,29.808,230.279,31.015,0,0.07,12.51,304.506,81.595,0,0,5.075,0.53,25.844,25.844,124.243,0.681,48.756,0.5,3.91,12.44,547.24,28.16,17.1,284.12,76.47,48.73,134.876,5.52482555,4.85993693,6.120344828,59.63716266,4.603644775,79.28500521,0.41306243,0.756237972,7.452276065,0.208011719,0.224928761,0.046787818,0.087811276,0.530068094,6.245508245,7.376410772,0
COP,2020,52.401,44.2261,93.739,63.4946,8549,925 North Eldridge Parkway,77079-2703,Houston,1,0,0,0,0,0,0,1311,CONOCOPHILLIPS,1163165,USA,12066,62618,2991,1002,4959,5366,32769,40676,0,0,2754,29849,13176,0,1831,-2865,-2.51,-2701,-2701,18784,861,1068.042,15854,39.99,2754,70514,3388,1026,34981,18117,1084.87,6700,2.248602311,1.99478196,6.116574406,59.67392462,12.99408284,28.08970856,0.523315979,1.097825723,-3.327526132,-0.143792589,0.282186101,-0.04057627,-0.083325621,-2.528926765,27.94740282,-15.81303205,45.78644661
WST,2020,33.615,28.2648,87.477,49.834,11376,530 Herman O. West Drive,19341-0645,Exton,0,0,1,0,0,0,0,3060,WEST PHARMACEUTICAL SVSC INC,105770,USA,1373.7,2793.8,615.5,321.3,0,503.4,939.3,1011.5,0,1.1,385.3,1854.5,1270,0,48.8,418.9,4.68,346.2,346.2,2146.9,9.6,74.021,325.7,283.31,384.2,2341.4,318.8,235.7,1573.2,1130.8,74.09,870.3,2.728843862,1.985895908,6.107823613,59.75942056,4.560143627,80.04133858,0.336208748,0.506497708,43.63541667,0.161255764,0.836150491,0.134834086,0.202001342,4.677051107,25.05370098,60.5744931,0.172249479
RMD,2020,51.012,41.9891,84.979,59.3602,31887,9001 Spectrum Center Boulevard,92123,San Diego,0,0,1,0,0,0,0,3845,RESMED INC,943819,USA,1523.459,4587.376,463.156,416.915,0,602.761,2090.349,535.683,0,28.508,484.095,2497.027,1115.724,0,225.093,809.059,4.31,621.674,621.674,2957.013,40.377,144.887,1299.263,192,455.59,4107.68,513.15,349.64,2072.19,994.13,143.66,920.698,2.527467769,1.524224361,6.10486405,59.78839119,2.911008343,125.3861058,0.455674224,0.837135121,20.03762043,0.210237155,0.680159622,0.142994824,0.272114019,4.290750723,17.23430674,44.74741424,1.172359375
